ntaxa,mpd.obs,mpd.rand.mean,mpd.rand.sd,mpd.obs.rank,mpd.obs.z,mpd.obs.p,runs,mntd.obs,mntd.rand.mean,mntd.rand.sd,mntd.obs.rank,mntd.obs.z,mntd.obs.p,Tmin,Tmax,Pmin,Pmax,AET,ETR,WDI,Deglac.,x,y,year,nri,nti,nri_p,nti_p,nri_significant,nti_significant
15,155.7733292,116.0654729,30.41417933,862,1.305570534,0.862,999,146.1967881,130.8699162,31.05218869,709,0.49358427,0.709,-5.454761783,26.86428511,98.37143004,126.1666685,911.4142993,0.976499086,390.7523868,19000,-70.25,41.25,3000BP,-1.305570534,-0.49358427,0.862,0.709,FALSE,FALSE
20,148.7442782,152.6059304,10.68442228,367,-0.361428264,0.367,999,102.1098532,112.4598649,13.46743467,252,-0.768521398,0.252,-11.9366664,26.76809464,74.50000111,121.3666685,789.9142975,0.969889692,395.4285773,17000,-73.25,42.75,3000BP,0.361428264,0.768521398,0.367,0.252,FALSE,FALSE
18,188.2094738,181.0809447,10.51583242,798,0.677885384,0.798,999,159.5720309,130.1579955,20.93377216,919,1.405099627,0.919,-14.88095205,28.51999936,14.34761926,119.690478,746.6381064,0.726664055,-66.56190575,13000,-95.25,43.25,3000BP,-0.677885384,-1.405099627,0.798,0.919,FALSE,FALSE
17,111.2894032,105.6716189,26.31980732,660,0.213443215,0.66,999,84.77429099,115.3156171,32.41280156,253,-0.942261224,0.253,-6.889047465,28.02476128,63.71904857,121.2000018,850.2428698,0.987654929,223.8857176,19000,-77.25,40.75,3000BP,-0.213443215,0.942261224,0.66,0.253,FALSE,FALSE
12,147.2624578,140.519268,21.24198993,697,0.317446242,0.697,999,132.438042,143.013895,26.20905604,394.5,-0.403519034,0.3945,-11.82714259,25.29714229,68.50952483,93.28571568,651.4523907,0.943275226,273.0952422,11000,-76.75,44.25,3000BP,-0.317446242,0.403519034,0.697,0.3945,FALSE,FALSE
12,102.8260618,93.98127636,36.54540654,703,0.24202181,0.703,999,186.3624207,143.9537586,37.67327007,866,1.125696339,0.866,-1.003809501,32.31952309,72.94285823,139.5142878,1148.776208,0.938637746,-66.71428671,19000,-79.25,35.25,3000BP,-0.24202181,-1.125696339,0.703,0.866,FALSE,FALSE
15,128.45874,132.8148801,20.18787867,434,-0.215779983,0.434,999,112.2609865,115.7265582,13.44051904,468,-0.257845081,0.468,-18.49904721,24.56999945,29.59523854,98.09523956,640.6809619,0.883800322,95.49523952,10000,-88.75,46.75,3000BP,0.215779983,0.257845081,0.434,0.468,FALSE,FALSE
13,123.4529195,135.4382714,22.95837765,307.5,-0.522046988,0.3075,999,117.9897386,123.0545229,14.87851595,414,-0.340409241,0.414,-18.69285673,25.52047562,52.38571507,92.31428709,625.1095331,0.937210488,212.657146,9000,-77.25,46.25,3000BP,0.522046988,0.340409241,0.3075,0.414,FALSE,FALSE
13,90.71653335,96.27908566,28.56261674,426,-0.194749394,0.426,999,106.0050686,111.1023292,16.39648486,528,-0.310875207,0.528,-24.98809468,23.93952327,17.01904787,101.5380968,531.7285794,0.647398039,-63.1571438,11000,-100.75,51.75,3000BP,0.194749394,0.310875207,0.426,0.528,FALSE,FALSE
8,91.30920524,113.3672881,23.52647434,167,-0.93758557,0.167,999,112.8207118,136.6663903,22.36176746,83,-1.066359291,0.083,-24.31999946,18.06380912,59.1142866,122.4095256,441.2333399,0.988670205,638.3666762,7000,-66.25,50.75,3000BP,0.93758557,1.066359291,0.167,0.083,FALSE,FALSE
22,168.1389982,159.772383,15.65925416,777,0.534292059,0.777,999,160.0651047,114.4108692,22.72744618,952,2.008771029,0.952,-12.28095211,29.54523743,23.32857178,124.2571447,828.0714409,0.749145672,-68.79523912,13000,-93.75,42.25,3000BP,-0.534292059,-2.008771029,0.777,0.952,FALSE,TRUE
6,160.6477971,132.8462388,29.81962227,815,0.932324297,0.815,999,189.1042669,164.1314634,28.37461641,788,0.880110699,0.788,-19.20761862,23.86904709,17.01428597,94.10952521,479.1952452,0.455232537,-182.6904789,13000,-113.25,52.25,3000BP,-0.932324297,-0.880110699,0.815,0.788,FALSE,FALSE
15,123.7158586,126.308642,14.5106873,535.5,-0.178680951,0.5355,999,166.3103884,132.0215091,30.10736438,743.5,1.138886781,0.7435,-17.29904723,25.65714228,26.24285753,106.8619064,671.5190576,0.894094903,95.72857286,17000,-88.75,45.25,3000BP,0.178680951,-1.138886781,0.5355,0.7435,FALSE,FALSE
17,83.28307768,89.79702513,32.35340055,568,-0.201337335,0.568,999,127.3247357,123.0923188,33.76130115,640,0.12536297,0.64,-8.274285529,28.22571365,50.10476265,106.8523825,837.8952506,0.904643026,73.10476299,17000,-86.75,41.75,3000BP,0.201337335,-0.12536297,0.568,0.64,FALSE,FALSE
16,172.535898,167.616667,11.2811187,693.5,0.436058795,0.6935,999,130.2415153,130.035559,12.06859076,528,0.017065482,0.528,-15.58904727,25.73761847,61.57619139,98.2380967,641.5762,0.93689409,237.9809559,11000,-75.75,45.25,3000BP,-0.436058795,-0.017065482,0.6935,0.528,FALSE,FALSE
19,169.2605784,171.3243929,11.63410089,428,-0.177393553,0.428,999,129.5420074,128.7219773,12.35493051,580,0.066372696,0.58,-13.10619018,25.551428,60.61428662,108.5047635,653.7476288,0.952975719,300.1333378,11000,-79.75,44.75,3000BP,0.177393553,-0.066372696,0.428,0.58,FALSE,FALSE
14,139.1152419,145.3390515,16.56555961,363,-0.375707777,0.363,999,113.9263484,123.8258311,16.3415088,245,-0.605787555,0.245,-13.84857112,24.61952326,87.58095369,118.6952399,686.8857245,0.965989206,544.6666748,13000,-70.25,44.25,3000BP,0.375707777,0.605787555,0.363,0.245,FALSE,FALSE
12,140.6060727,148.5082762,19.03734009,292,-0.415089687,0.292,999,119.8679998,128.8656866,17.28320295,312,-0.520602967,0.312,-20.46476145,26.70095178,15.05714308,106.9571445,682.9142959,0.647467541,-120.7571447,15000,-94.25,47.25,3000BP,0.415089687,0.520602967,0.292,0.312,FALSE,FALSE
21,161.6979881,168.59345,16.10485806,358,-0.428160366,0.358,999,123.5659189,127.8552155,11.9462777,355,-0.35904879,0.355,-10.30761882,26.00285656,55.05714368,102.5190491,744.0333444,0.934474539,182.6000027,17000,-78.25,42.75,3000BP,0.428160366,0.35904879,0.358,0.355,FALSE,FALSE
9,144.4605551,112.360487,34.91039687,805,0.919498802,0.805,999,99.3572046,134.0153261,26.92993794,51,-1.286973685,0.051,-15.01619014,23.03809472,78.34762022,128.4285733,587.8333421,0.986678323,630.7904856,12000,-64.75,47.25,3000BP,-0.919498802,1.286973685,0.805,0.051,FALSE,FALSE
19,139.2315985,139.6022249,16.68671349,589.5,-0.022210866,0.5895,999,128.2814898,120.7032274,24.16000839,639.5,0.313669691,0.6395,-11.78904736,26.9747613,32.75714335,98.05238241,718.8047726,0.795226155,11.37619065,17000,-88.25,43.25,3000BP,0.022210866,-0.313669691,0.5895,0.6395,FALSE,FALSE
9,22.90278023,56.5432258,40.55658697,136,-0.829469344,0.136,999,96.20651126,116.655238,26.1108171,258,-0.783151546,0.258,-29.12523744,14.54571396,19.07142886,78.6238107,286.7904805,0.990364135,219.3238128,3000,-72.25,58.25,3000BP,0.829469344,0.783151546,0.136,0.258,FALSE,FALSE
7,74.95797834,91.59334188,26.15202846,197.5,-0.636102227,0.1975,999,111.1202123,133.3232708,23.67984641,136.5,-0.93763524,0.1365,-28.96618983,14.72952348,19.52380981,78.5333345,287.8952424,0.991147879,218.6904794,3000,-71.75,58.25,3000BP,0.636102227,0.93763524,0.1975,0.1365,FALSE,FALSE
18,150.3726738,154.272535,14.16097154,363.5,-0.275395028,0.3635,999,108.2419791,118.1527079,12.87356084,180,-0.769851402,0.18,-17.93904722,25.19761848,69.37142961,96.91904906,614.0047711,0.965844667,360.2428625,11000,-76.25,45.75,3000BP,0.275395028,0.769851402,0.3635,0.18,FALSE,FALSE
14,62.49620455,75.46336215,29.78095077,379.5,-0.435417851,0.3795,999,100.8459566,107.1470061,15.52450211,395.5,-0.405877714,0.3955,-19.38666623,22.94047568,79.45238214,131.600002,559.5238179,0.99613303,721.3714393,10000,-71.75,46.75,3000BP,0.435417851,0.405877714,0.3795,0.3955,FALSE,FALSE
17,70.23558456,87.29183352,28.78306565,253.5,-0.592579302,0.2535,999,96.13694767,104.1516171,10.91332484,114,-0.734393006,0.114,-17.31999961,22.88190425,80.58571549,132.3904782,576.7571515,0.985404877,696.6095342,11000,-71.25,45.75,3000BP,0.592579302,0.734393006,0.2535,0.114,FALSE,FALSE
18,186.203398,178.4579783,11.21477037,806,0.690644524,0.806,999,107.8381578,117.6062941,18.04100055,302.5,-0.541440937,0.3025,-19.38142814,27.20523749,16.79047644,110.1428588,682.7238197,0.628530424,-129.5190495,15000,-95.25,46.25,3000BP,-0.690644524,0.541440937,0.806,0.3025,FALSE,FALSE
18,74.84981931,121.8646049,44.5971897,130,-1.054209602,0.13,999,135.382802,136.1446894,19.75912404,455,-0.038558762,0.455,-20.39047573,27.42999939,12.2142859,88.74762037,437.2428637,0.380591675,-329.6238144,13000,-101.75,48.25,3000BP,1.054209602,0.038558762,0.13,0.455,FALSE,FALSE
6,108.2140577,106.0751915,25.24348435,543,0.084729436,0.543,999,143.2292271,146.981354,23.88132514,496,-0.157115524,0.496,-29.22952316,20.3871424,18.08571456,85.95238223,435.7571494,0.971887567,98.09047765,6000,-84.75,54.25,3000BP,-0.084729436,0.157115524,0.543,0.496,FALSE,FALSE
3,98.41753149,78.7185269,26.88165556,779.5,0.732804739,0.7795,999,145.9297044,158.8373378,39.20831251,566,-0.329206553,0.566,-14.51095206,15.45999965,63.02381046,97.82857289,297.5809568,0.99409365,697.7857247,11000,-55.75,51.75,3000BP,-0.732804739,0.329206553,0.7795,0.566,FALSE,FALSE
12,40.56877006,73.47307735,37.83744371,119,-0.869622894,0.119,999,98.35720652,109.8018358,19.21680692,272,-0.595553119,0.272,-17.44714247,21.31809476,71.56190583,121.2238113,551.1952463,0.991018149,617.609533,10000,-65.25,48.25,3000BP,0.869622894,0.595553119,0.119,0.272,FALSE,FALSE
20,114.485436,125.2127317,17.44249722,271,-0.615009166,0.271,999,84.60610534,110.4548465,23.97830029,129,-1.078005567,0.129,-6.301428431,26.10333275,94.12857283,123.2285733,893.0714419,0.987632669,366.271434,17000,-72.25,41.25,3000BP,0.615009166,1.078005567,0.271,0.129,FALSE,FALSE
12,53.00172552,74.51056279,32.45181564,260.5,-0.662793032,0.2605,999,100.0409145,110.0789893,17.62905968,311.5,-0.569405003,0.3115,-11.8319045,22.58095188,79.83333452,119.0285732,646.6857239,0.980434487,523.4047697,14000,-67.75,44.75,3000BP,0.662793032,0.569405003,0.2605,0.3115,FALSE,FALSE
13,155.8380268,146.3771612,17.10926378,758,0.552967431,0.758,999,142.6225323,128.2351731,17.18298548,817,0.837302645,0.817,-11.32190451,25.65904705,51.84761982,119.5714304,719.3762012,0.974557649,279.6809565,19000,-77.75,41.75,3000BP,-0.552967431,-0.837302645,0.758,0.817,FALSE,FALSE
14,170.5868416,169.5735474,17.78347033,469,0.056979556,0.469,999,124.8342522,129.9805304,17.5484758,416,-0.293260692,0.416,-20.04999955,26.73380893,16.40000024,111.2095255,707.6476296,0.674935679,-106.8476206,15000,-93.75,46.75,3000BP,-0.056979556,0.293260692,0.469,0.416,FALSE,FALSE
19,146.3981969,148.3520171,11.20122186,465,-0.174429202,0.465,999,95.37300879,107.4652601,13.15017732,185.5,-0.919550435,0.1855,-10.1185712,25.71428514,92.819049,126.3857162,793.5476309,0.978841661,495.0619121,15000,-69.25,43.75,3000BP,0.174429202,0.919550435,0.465,0.1855,FALSE,FALSE
5,89.25070799,93.29139126,23.08194949,506.5,-0.175058145,0.5065,999,142.1453975,147.2396839,26.04879089,513,-0.195567096,0.513,-27.85285652,22.47714235,22.72380986,106.5952397,516.5952458,0.945568739,148.7190498,7000,-91.25,52.75,3000BP,0.175058145,0.195567096,0.5065,0.513,FALSE,FALSE
23,160.8307838,159.2370475,13.27313007,610,0.120072378,0.61,999,160.0500925,110.3883679,21.81862249,960,2.276116404,0.96,-15.92380917,28.61952317,17.85238122,119.6095256,758.9190589,0.652449254,-144.7333355,12000,-93.75,44.75,3000BP,-0.120072378,-2.276116404,0.61,0.96,FALSE,TRUE
4,76.04783058,80.41957236,25.73238627,452,-0.169892591,0.452,999,135.9660173,150.7458677,33.12521653,217,-0.446181246,0.217,-19.55857099,17.17333295,58.30000087,95.57143,396.4190535,0.9967242,578.7761991,8000,-57.75,54.25,3000BP,0.169892591,0.446181246,0.452,0.217,FALSE,FALSE
16,176.1842273,150.3135963,24.76832041,848,1.044504856,0.848,999,139.8592249,136.6092651,27.68128491,586,0.117406391,0.586,1.555714251,33.51618973,67.05238195,130.69524,1128.100017,0.869179244,-181.4666694,19000,-83.25,32.75,3000BP,-1.044504856,-0.117406391,0.848,0.586,FALSE,FALSE
16,93.64618924,96.82814992,23.89203124,480.5,-0.133180835,0.4805,999,105.5871407,109.8971463,12.27757483,391,-0.351046986,0.391,-19.70571385,23.1042852,70.80952486,115.1095255,565.0523894,0.994600704,550.8809606,10000,-74.25,46.25,3000BP,0.133180835,0.351046986,0.4805,0.391,FALSE,FALSE
9,74.44112379,84.95977405,24.58292814,352.5,-0.427884351,0.3525,999,108.6572376,121.9657488,20.52911695,349.5,-0.648274896,0.3495,-23.38476138,18.93857101,63.34285809,123.0333352,475.7476261,0.985050195,652.5809621,8000,-67.25,50.25,3000BP,0.427884351,0.648274896,0.3525,0.3495,FALSE,FALSE
11,37.41007897,63.97545325,36.03128898,157.5,-0.73728626,0.1575,999,96.88021053,109.6904735,19.02919543,142,-0.673189945,0.142,-22.69238045,22.03333284,56.5523818,120.2238113,526.542865,0.99657534,462.2619117,9000,-72.25,48.25,3000BP,0.73728626,0.673189945,0.1575,0.142,FALSE,FALSE
12,100.1526809,111.9588149,27.91952725,334,-0.422862959,0.334,999,104.6689867,117.6240405,16.5698582,203,-0.781844583,0.203,-11.54999974,23.21618996,76.28571542,112.6190493,587.1571516,0.987611845,536.3666747,13000,-64.25,45.25,3000BP,0.422862959,0.781844583,0.334,0.203,FALSE,FALSE
19,145.0204492,145.6671154,15.43623853,435,-0.041892735,0.435,999,117.5085976,121.5044185,10.22707159,347,-0.390710172,0.347,-15.77380917,24.18238041,81.46666788,136.1285735,634.4809618,0.986511619,637.6476285,11000,-72.75,45.25,3000BP,0.041892735,0.390710172,0.435,0.347,FALSE,FALSE
3,103.2557273,84.45802288,28.43122286,711.5,0.661164121,0.7115,999,152.1386802,162.0514795,37.6764079,528.5,-0.263103622,0.5285,-30.60333265,19.9828567,14.93809546,78.78571546,388.5952439,0.933566316,64.07619143,6000,-94.25,57.25,3000BP,-0.661164121,0.263103622,0.7115,0.5285,FALSE,FALSE
7,85.29032099,87.64598984,28.71566972,635.5,-0.082034265,0.6355,999,136.8724887,135.0780907,25.62792164,491.5,0.070017304,0.4915,-11.0676188,22.48857093,96.50952525,154.866669,585.7809611,0.994258939,862.6285843,11000,-63.75,44.75,3000BP,0.082034265,-0.070017304,0.6355,0.4915,FALSE,FALSE
10,118.9829719,124.5814129,21.23120063,333.5,-0.263689324,0.3335,999,94.00515199,127.6764639,22.79878238,62.5,-1.476890797,0.0625,-11.26666641,25.56047562,80.31428691,115.385716,761.0238209,0.955669502,375.0714342,14000,-70.25,43.75,3000BP,0.263689324,1.476890797,0.3335,0.0625,FALSE,FALSE
6,78.1923439,90.62696406,26.11855969,307.5,-0.476083686,0.3075,999,138.5315744,142.1686809,24.9994315,491.5,-0.145487568,0.4915,-27.38666605,14.66476158,40.08095298,92.75238233,277.1857184,0.995830941,483.0285786,6000,-63.75,56.75,3000BP,0.476083686,0.145487568,0.3075,0.4915,FALSE,FALSE
12,136.8550467,153.4920903,18.4182335,190,-0.903292033,0.19,999,117.0123623,152.1286602,24.84105644,66,-1.41363947,0.066,-20.19952336,27.49190415,12.44761923,96.83809668,533.1285794,0.455406418,-246.0000037,12000,-98.75,47.25,3000BP,0.903292033,1.41363947,0.19,0.066,FALSE,FALSE
16,112.3774265,122.9837526,20.64593976,322,-0.513724549,0.322,999,80.85869367,117.6873648,29.0912611,75,-1.265970251,0.075,-8.041904582,28.13714223,80.7952393,130.1428591,935.0523949,0.991507294,362.5857197,17000,-74.25,41.25,3000BP,0.513724549,1.265970251,0.322,0.075,FALSE,FALSE
17,145.6710816,140.9823628,23.51799945,534,0.199367247,0.534,999,99.04527461,121.773442,27.94034352,268,-0.813453398,0.268,-6.280952241,29.21999935,57.75714372,110.0714302,870.4809654,0.947693709,64.99523906,17000,-82.75,39.75,3000BP,-0.199367247,0.813453398,0.534,0.268,FALSE,FALSE
16,166.1259268,165.4687901,17.03102764,442,0.038584676,0.442,999,137.7328136,124.8669092,17.71206313,761,0.726392194,0.761,-20.05047574,27.32095177,16.19523834,109.5952397,690.6571531,0.629692708,-133.5285734,15000,-94.75,46.75,3000BP,-0.038584676,-0.726392194,0.442,0.761,FALSE,FALSE
18,149.3044133,151.902516,10.76875675,447.5,-0.241263017,0.4475,999,154.0081718,120.7022521,21.71163094,891,1.534012797,0.891,-16.60238058,27.16095177,21.69523842,115.6476208,739.3428682,0.826759274,28.60952424,17000,-91.25,45.25,3000BP,0.241263017,-1.534012797,0.4475,0.891,FALSE,FALSE
14,84.60726381,143.9755754,28.02055342,39,-2.118741578,0.039,999,120.6246492,132.8954266,23.39940354,279,-0.524405565,0.279,-10.77190452,31.47238025,8.490476317,82.88095362,465.3190546,0.328728822,-717.0190583,19000,-102.75,41.75,3000BP,2.118741578,0.524405565,0.039,0.279,TRUE,FALSE
11,86.07382719,103.6261538,35.98318293,374.5,-0.487792495,0.3745,999,192.7747538,160.6846501,35.1249724,843,0.913597977,0.843,-14.58714253,27.96904699,21.11428603,119.4666684,752.509535,0.822739856,4.98571436,19000,-91.25,44.25,3000BP,0.487792495,-0.913597977,0.3745,0.843,FALSE,FALSE
3,129.2836022,81.40198032,39.88432613,872,1.200512244,0.872,999,241.676802,201.0922668,37.04579535,908,1.095523385,0.908,15.71714251,32.14476119,39.51904821,234.4904797,1421.695259,0.785174521,-342.0142908,19000,-80.75,25.25,3000BP,-1.200512244,-1.095523385,0.872,0.908,FALSE,FALSE
17,163.0609989,159.6527158,11.37674298,633,0.29958338,0.633,999,143.3620015,117.1086134,19.24977605,878,1.363828236,0.878,-20.86857096,26.76333274,12.08571447,115.1238112,629.9857237,0.567447866,-143.4666688,12000,-95.75,47.25,3000BP,-0.29958338,-1.363828236,0.633,0.878,FALSE,FALSE
24,140.2395902,148.4589003,14.72988128,337,-0.558002467,0.337,999,96.15820811,109.2322627,18.23580568,328,-0.716944173,0.328,-6.800952229,26.90952321,88.22381084,118.1476208,911.1238231,0.969861245,260.8000039,17000,-71.25,41.75,3000BP,0.558002467,0.716944173,0.337,0.328,FALSE,FALSE
9,110.712602,115.0531489,36.43792415,420,-0.119121683,0.42,999,186.3027536,142.4318876,31.72527956,875,1.382836231,0.875,9.8190474,32.87238022,46.23809593,204.3619078,1323.633353,0.805587973,-297.8761949,19000,-81.75,27.75,3000BP,0.119121683,-1.382836231,0.42,0.875,FALSE,FALSE
11,89.07410061,86.51794462,30.99385532,628,0.082472992,0.628,999,107.0680715,114.310307,17.88514313,513,-0.404930254,0.513,-17.06619009,23.14333282,60.14285804,116.5238113,581.9571515,0.982627533,466.0809593,11000,-70.75,45.75,3000BP,-0.082472992,0.404930254,0.628,0.513,FALSE,FALSE
20,141.9611099,143.2202071,13.56693391,492,-0.092806321,0.492,999,109.7621478,112.6268872,8.979323475,393.5,-0.319037337,0.3935,-15.67428536,24.0233328,60.49047709,106.7380968,638.4190571,0.977295178,371.5476246,13000,-74.25,44.25,3000BP,0.092806321,0.319037337,0.492,0.3935,FALSE,FALSE
18,106.5296937,105.9686803,28.08408179,658,0.019976207,0.658,999,125.7046155,118.5187448,29.9008762,597,0.240323082,0.597,-10.76190452,28.29809461,37.97619104,102.0571444,777.5381068,0.814596867,5.142857219,17000,-88.25,42.25,3000BP,-0.019976207,-0.240323082,0.658,0.597,FALSE,FALSE
13,177.2720892,169.8572927,18.55899671,631.5,0.399525718,0.6315,999,110.2447469,132.0829359,17.87307434,85,-1.221848495,0.085,-25.22857086,25.14047563,19.26666695,96.64285858,567.523818,0.657631642,-57.98571515,11000,-95.25,49.75,3000BP,-0.399525718,1.221848495,0.6315,0.085,FALSE,FALSE
16,183.8024982,171.1695072,12.15392011,894,1.039416987,0.894,999,157.9835619,127.5487428,19.98259649,919,1.523066286,0.919,-19.88857098,27.3195232,14.12380973,109.6761921,642.5666762,0.57051421,-155.4714309,12000,-96.25,46.75,3000BP,-1.039416987,-1.523066286,0.894,0.919,FALSE,FALSE
6,73.38159315,78.17024505,27.37247769,435,-0.174944043,0.435,999,138.3158611,136.8033135,27.54150893,560,0.054918836,0.56,-17.99952341,14.56095206,69.38095341,127.0000019,288.8619091,0.998457514,925.8047757,10000,-57.25,51.75,3000BP,0.174944043,-0.054918836,0.435,0.56,FALSE,FALSE
14,86.38056358,91.99082296,36.42145701,611.5,-0.154037203,0.6115,999,125.3911454,138.0421196,35.55839785,339.5,-0.355780208,0.3395,-8.253809339,28.66333269,42.81428635,98.78095385,805.2904882,0.855754832,-35.52381005,17000,-85.25,42.25,3000BP,0.154037203,0.355780208,0.6115,0.3395,FALSE,FALSE
15,126.744571,136.8017268,19.20672772,306,-0.52362672,0.306,999,110.6443931,117.263314,14.30811596,315.5,-0.46259905,0.3155,-13.97238064,24.55666612,35.54761958,96.69523954,638.8714381,0.886670786,76.22381066,10000,-85.75,46.25,3000BP,0.52362672,0.46259905,0.306,0.3155,FALSE,FALSE
14,180.614979,173.9028558,12.15161298,747.5,0.552364799,0.7475,999,144.7932355,144.1490657,18.31583967,479.5,0.035170092,0.4795,-12.52238067,24.99618992,55.10000082,89.71428705,618.861914,0.960546282,248.1666704,17000,-80.25,43.75,3000BP,-0.552364799,-0.035170092,0.7475,0.4795,FALSE,FALSE
12,68.37354557,91.11589003,27.56929801,172.5,-0.824915616,0.1725,999,102.2156743,112.8776051,15.91405302,161,-0.669969544,0.161,-24.44714231,22.96809472,40.1000006,108.8952397,540.952389,0.979668604,271.7714326,7000,-79.75,48.75,3000BP,0.824915616,0.669969544,0.1725,0.161,FALSE,FALSE
20,180.5265658,174.8562013,12.69567689,669,0.446637425,0.669,999,164.7275781,124.3957395,22.5894524,953,1.785427898,0.953,-14.15238064,28.4480946,21.8714289,124.2952399,771.8619163,0.739159783,-41.43333395,13000,-93.75,43.25,3000BP,-0.446637425,-1.785427898,0.669,0.953,FALSE,TRUE
13,135.1885821,147.4549184,22.93955746,228.5,-0.534724191,0.2285,999,110.5697321,126.0060172,16.6406536,131,-0.927624931,0.131,-20.11952336,24.59714231,46.24285783,98.17143003,577.7857229,0.927649805,183.2142884,8000,-80.25,46.75,4000BP,0.534724191,0.927624931,0.2285,0.131,FALSE,FALSE
14,47.29618421,69.79783554,27.41585824,120.5,-0.820753125,0.1205,999,97.5739611,104.8202985,12.11967324,153.5,-0.597898745,0.1535,-20.8966662,21.12285667,87.15238225,142.0619069,488.3666739,0.996449604,889.3762037,9000,-70.75,47.25,4000BP,0.820753125,0.597898745,0.1205,0.1535,FALSE,FALSE
14,124.2950809,124.4513824,24.23856549,510,-0.006448463,0.51,999,180.4001378,126.0871076,27.25731038,959,1.992604165,0.959,11.22190451,32.6233326,45.49047687,206.9714317,1336.719068,0.792577932,-308.0857189,18000,-81.25,27.25,4000BP,0.006448463,-1.992604165,0.51,0.959,FALSE,TRUE
19,151.9179526,154.7937181,13.2951977,407,-0.216301068,0.407,999,120.7581084,120.2884645,10.80426966,539,0.043468356,0.539,-17.16904724,24.53380898,71.65238202,110.3761921,596.1714375,0.992168316,511.7904838,10000,-73.25,45.75,4000BP,0.216301068,-0.043468356,0.407,0.539,FALSE,FALSE
11,131.875716,131.0670465,22.27496414,573,0.036303961,0.573,999,118.0679726,126.7217364,17.01462968,337.5,-0.508607242,0.3375,-15.7176187,24.85571373,62.40952474,124.0047638,618.7952473,0.975524301,446.6428638,10000,-79.75,45.25,4000BP,-0.036303961,0.508607242,0.573,0.3375,FALSE,FALSE
23,148.5201726,155.7902694,12.3847329,278,-0.587020882,0.278,999,105.8143111,108.0581051,14.9743219,562,-0.14984278,0.562,-10.88809499,28.2033327,61.07142948,111.9238112,801.2571548,0.958470853,216.1809556,16000,-73.75,42.75,4000BP,0.587020882,0.14984278,0.278,0.562,FALSE,FALSE
14,141.5860545,141.5780719,15.83357406,489,0.000504158,0.489,999,93.90936134,121.1232243,20.33627778,95,-1.338192921,0.095,-11.85523783,24.8423804,77.26190591,137.8809544,714.3857249,0.971240152,555.4333416,16000,-74.75,42.25,4000BP,-0.000504158,1.338192921,0.489,0.095,FALSE,FALSE
20,176.440391,175.9132455,9.637048404,526,0.054699887,0.526,999,133.1575023,127.8204077,12.13276249,728,0.439891129,0.728,-13.00476161,24.73333278,68.69523912,88.45714418,617.4142949,0.950391341,294.7809568,11000,-77.75,44.25,4000BP,-0.054699887,-0.439891129,0.526,0.728,FALSE,FALSE
10,110.7088742,99.08377942,31.14500119,693.5,0.373257162,0.6935,999,108.6044579,118.4095029,19.33828708,399.5,-0.507027583,0.3995,-14.89523776,23.10476139,87.64285845,127.8761924,575.3381038,0.980241829,680.4095339,12000,-67.25,45.25,4000BP,-0.373257162,0.507027583,0.6935,0.3995,FALSE,FALSE
15,100.1294232,108.3131746,20.49194778,425.5,-0.399364255,0.4255,999,107.7403514,111.1443361,11.77186582,445,-0.28916272,0.445,-19.23238052,24.76904707,49.97619122,108.2000016,598.2238184,0.977131693,282.361909,8000,-78.75,46.25,4000BP,0.399364255,0.28916272,0.4255,0.445,FALSE,FALSE
14,86.97172736,101.8433683,23.61751807,271.5,-0.629686866,0.2715,999,109.3309227,111.027162,13.39161105,588.5,-0.126664321,0.5885,-14.81809491,26.65761845,31.04761951,94.91904903,685.461915,0.797259236,23.70952416,16000,-88.25,44.75,4000BP,0.629686866,0.126664321,0.2715,0.5885,FALSE,FALSE
23,174.2401735,172.5380263,10.38181343,612,0.163954713,0.612,999,114.6663216,116.5686362,11.05852444,472,-0.172022469,0.472,-12.1761902,25.32714229,49.97619122,139.7571449,658.5762003,0.981248902,394.1619106,16000,-77.75,42.25,4000BP,-0.163954713,0.172022469,0.612,0.472,FALSE,FALSE
11,75.2495776,92.25088401,20.43943498,123,-0.831789451,0.123,999,119.6708893,125.9681709,10.46293268,143.5,-0.601865822,0.1435,-29.74809457,18.15380912,18.914286,107.4000016,403.4714346,0.983802695,263.8047658,5000,-76.25,54.25,4000BP,0.831789451,0.601865822,0.123,0.1435,FALSE,FALSE
16,157.1391098,158.5066023,12.13372589,537,-0.112701777,0.537,999,99.50519828,116.6472175,17.13774377,182,-1.000249473,0.182,-10.96333309,26.77285654,82.73333457,129.2000019,808.0095358,0.97800385,470.7761975,16000,-73.25,42.25,4000BP,0.112701777,1.000249473,0.537,0.182,FALSE,FALSE
12,61.39759637,95.50803298,33.83497185,144,-1.008141421,0.144,999,99.44004444,114.1946865,17.96007877,109,-0.82152435,0.109,-18.98666624,23.17761853,64.97142954,120.0285732,532.0285794,0.995447362,575.180961,10000,-69.25,46.25,4000BP,1.008141421,0.82152435,0.144,0.109,FALSE,FALSE
19,124.179378,134.3414686,17.78754305,299,-0.571303782,0.299,999,86.55105635,112.5576413,24.26356177,137,-1.07183707,0.137,-9.200475985,27.6542851,73.79523919,135.7238115,850.1714412,0.991050407,428.4857207,16000,-74.75,41.25,4000BP,0.571303782,1.07183707,0.299,0.137,FALSE,FALSE
