ntaxa,mpd.obs,mpd.rand.mean,mpd.rand.sd,mpd.obs.rank,mpd.obs.z,mpd.obs.p,runs,mntd.obs,mntd.rand.mean,mntd.rand.sd,mntd.obs.rank,mntd.obs.z,mntd.obs.p,Tmin,Tmax,Pmin,Pmax,AET,ETR,WDI,Deglac.,x,y,year,nri,nti,nri_p,nti_p,nri_significant,nti_significant
12,93.66000516,113.5348453,24.85664427,215.5,-0.799578571,0.2155,999,108.4396054,119.9430738,15.99933095,174,-0.718996843,0.174,-30.6609517,25.28285658,22.73809558,102.3619063,517.2809601,0.832140798,76.54762019,3000,-90.25,52.25,7000BP,0.799578571,0.718996843,0.2155,0.174,FALSE,FALSE
19,169.9917636,176.0821018,14.52270164,215,-0.419366749,0.215,999,113.4283173,121.8357703,17.68088294,316,-0.475510928,0.316,-20.83809477,25.58285657,27.02380993,106.6333349,622.9904855,0.941144277,170.176193,8000,-89.25,46.25,7000BP,0.419366749,0.475510928,0.215,0.316,FALSE,FALSE
23,127.3132754,133.3986524,15.93842361,348.5,-0.381805451,0.3485,999,77.05086292,104.8529079,24.45865529,145.5,-1.136695563,0.1455,-12.15857116,29.64142791,39.2142863,113.5285731,772.3142972,0.886538526,127.3714305,13000,-88.25,42.25,7000BP,0.381805451,1.136695563,0.3485,0.1455,FALSE,FALSE
20,100.8822266,105.8600966,22.76042919,438,-0.218707211,0.438,999,181.2787328,119.9745619,30.50904044,963,2.009377221,0.963,-4.077618956,34.61333256,71.46666773,120.2476208,1008.885729,0.891277591,-98.53809671,15000,-91.25,36.75,7000BP,0.218707211,-2.009377221,0.438,0.963,FALSE,TRUE
8,90.96315845,99.89527581,25.12608269,360,-0.35549184,0.36,999,107.6618913,131.3708973,23.16679184,105,-1.023404804,0.105,-27.47333272,25.11428515,15.21904785,86.46666796,492.4619121,0.547699692,-156.3952404,6000,-105.25,55.25,7000BP,0.35549184,1.023404804,0.36,0.105,FALSE,FALSE
10,148.3661219,136.5552656,22.115267,727,0.534058953,0.727,999,139.7526883,159.5943295,27.65937308,310,-0.717356866,0.31,-10.47619024,27.6142851,53.95238176,89.92857277,705.076201,0.875678139,85.90476318,8000,-77.75,43.25,7000BP,-0.534058953,0.717356866,0.727,0.31,FALSE,FALSE
20,150.1086667,159.4179245,14.41302647,298.5,-0.645891952,0.2985,999,132.8946531,131.2567739,19.52029099,563.5,0.083906498,0.5635,-12.36523782,27.38571367,58.80952469,104.7190492,644.9238191,0.956804987,278.5666708,13000,-80.25,43.25,7000BP,0.645891952,-0.083906498,0.2985,0.5635,FALSE,FALSE
11,189.4733124,174.1644523,22.20770631,789,0.689349,0.789,999,136.9476474,140.85883,18.09298901,455,-0.216171169,0.455,-23.11761853,27.74523748,12.59523828,113.2476207,615.7428663,0.518224433,-154.8523833,8000,-95.25,47.75,7000BP,-0.689349,0.216171169,0.789,0.455,FALSE,FALSE
21,132.9763364,153.4308597,18.11914628,129,-1.128890015,0.129,999,100.3578443,111.0598476,12.8140157,182,-0.835179505,0.182,-18.66190434,22.49142807,89.78095372,151.9952404,532.5190556,0.986867413,882.2619179,8000,-71.75,44.25,7000BP,1.128890015,0.835179505,0.129,0.182,FALSE,FALSE
8,60.87160433,63.9631135,37.29836065,587,-0.082885926,0.587,999,133.5370661,131.69208,29.87532985,461,0.061756175,0.461,-32.2238088,19.58714242,23.63333369,111.2714302,421.4000063,0.992279459,298.8952425,1000,-69.75,54.25,7000BP,0.082885926,-0.061756175,0.587,0.461,FALSE,FALSE
14,157.6311847,150.5226384,17.3239011,697.5,0.410331728,0.6975,999,148.0975106,153.8258795,25.32004919,479,-0.226238457,0.479,-13.53238065,28.41523746,39.22381011,112.6571445,682.6333435,0.901323949,126.1523828,13000,-85.25,43.75,7000BP,-0.410331728,0.226238457,0.6975,0.479,FALSE,FALSE
10,148.2340555,153.5114223,19.97434746,434,-0.264207217,0.434,999,151.3073473,156.0815607,23.74731677,529,-0.201042223,0.529,-22.73190425,27.79523747,11.96190494,101.2619063,497.9809598,0.416242369,-255.6047657,8000,-98.75,48.25,7000BP,0.264207217,0.201042223,0.434,0.529,FALSE,FALSE
8,98.40872281,79.43688771,36.68458605,696,0.517160943,0.696,999,126.5623128,131.986582,28.96765945,434,-0.187252586,0.434,-30.05285647,13.48428541,11.10476207,60.37619138,273.4333374,0.954068938,85.63809651,2000,-69.75,60.75,7000BP,-0.517160943,0.187252586,0.696,0.434,FALSE,FALSE
13,24.91875564,53.31428599,37.79827314,76,-0.751238826,0.076,999,92.84710382,104.4341513,17.76839174,112.5,-0.652115713,0.1125,-21.72666618,21.69142809,53.95238176,125.9857162,513.1952457,0.986842221,587.8476278,5000,-66.25,48.75,7000BP,0.751238826,0.652115713,0.076,0.1125,FALSE,FALSE
16,160.7838871,156.5353953,13.1515629,691,0.323040833,0.691,999,169.5835527,141.2976909,25.52110992,814,1.108331957,0.814,-15.70952346,29.04380887,29.68095282,113.0285731,724.5142965,0.908708279,106.2428587,13000,-89.25,43.75,7000BP,-0.323040833,-1.108331957,0.691,0.814,FALSE,FALSE
15,104.1923133,121.0313124,24.9309109,278,-0.675426548,0.278,999,89.05153617,128.8926212,31.56633724,154,-1.262138357,0.154,-8.070952201,27.11047558,94.97619189,126.6761924,807.9619168,0.987769934,534.800008,13000,-70.25,41.75,7000BP,0.675426548,1.262138357,0.278,0.154,FALSE,FALSE
15,76.28301388,97.72995509,30.31059084,228,-0.707572522,0.228,999,106.2375943,110.6183738,11.85117736,418,-0.369649307,0.418,-19.84380908,23.53523757,61.24761996,124.490478,530.1285793,0.995611645,569.0904847,7000,-70.25,45.75,7000BP,0.707572522,0.369649307,0.228,0.418,FALSE,FALSE
5,36.05929618,81.73716234,36.88152011,123,-1.238502807,0.123,999,231.5823265,163.2620408,41.64168107,967,1.640670692,0.967,-25.56476133,17.55380913,63.41904856,114.233335,374.2952437,0.991038927,661.0714384,4000,-58.75,53.25,7000BP,1.238502807,-1.640670692,0.123,0.967,FALSE,TRUE
7,113.107169,126.1352012,21.55838778,218.5,-0.604313843,0.2185,999,131.6831537,151.2797704,25.96429737,189,-0.754752438,0.189,-15.06619014,22.5399995,85.22381079,135.9714306,534.0761984,0.987787706,735.8095348,7000,-62.25,46.25,7000BP,0.604313843,0.754752438,0.2185,0.189,FALSE,FALSE
10,168.9132462,156.3172508,20.20881927,730,0.623292005,0.73,999,143.5627908,148.0022232,25.87218254,483.5,-0.171590949,0.4835,-25.68999943,25.77238038,15.59523833,107.8047635,527.2523888,0.509648447,-133.3190496,7000,-99.75,50.75,7000BP,-0.623292005,0.171590949,0.73,0.4835,FALSE,FALSE
16,158.9543616,156.6308489,14.77939912,569,0.15721293,0.569,999,98.15249491,128.0457426,25.28107173,128.5,-1.182435936,0.1285,-15.85761869,28.92238031,28.21904804,115.2095255,722.7523917,0.932825546,133.1571448,13000,-89.75,43.75,7000BP,-0.15721293,1.182435936,0.569,0.1285,FALSE,FALSE
13,166.3641016,168.0229055,17.38438667,353.5,-0.095419179,0.3535,999,126.3840359,136.7338172,18.01417688,275.5,-0.574535344,0.2755,-17.62238056,25.51904705,38.41428629,98.1333348,593.190485,0.916592409,157.5714309,7000,-84.75,46.25,7000BP,0.095419179,0.574535344,0.3535,0.2755,FALSE,FALSE
19,143.4005666,145.5594009,13.72170649,444.5,-0.157329869,0.4445,999,119.3719572,129.9545271,22.74603614,321,-0.465248971,0.321,-9.465714074,29.01380888,56.83333418,111.5761921,797.7381071,0.939711668,209.357146,13000,-81.25,41.25,7000BP,0.157329869,0.465248971,0.4445,0.321,FALSE,FALSE
18,154.4735335,162.6678851,13.17265401,209,-0.622072941,0.209,999,120.4932176,125.4294083,16.91762823,356.5,-0.291777938,0.3565,-17.85714246,25.13857087,76.18571542,143.4904783,605.9381043,0.989961314,652.4285812,7000,-72.75,45.25,7000BP,0.622072941,0.291777938,0.209,0.3565,FALSE,FALSE
18,175.4931399,176.5678874,11.37586225,448.5,-0.094476141,0.4485,999,135.3254565,132.2695966,16.86050833,567,0.181243641,0.567,-18.43476149,26.07952323,60.95714377,110.7476207,601.8666756,0.964092017,353.114291,7000,-79.25,45.25,7000BP,0.094476141,-0.181243641,0.4485,0.567,FALSE,FALSE
15,154.671857,154.1554978,18.10418182,430,0.028521539,0.43,999,113.3853963,121.7584816,11.95626701,235,-0.700309323,0.235,-27.41333272,26.00428513,12.509524,79.29523928,460.395245,0.470197208,-209.6476222,6000,-101.75,54.75,7000BP,-0.028521539,0.700309323,0.43,0.235,FALSE,FALSE
14,159.2910351,145.5064358,18.32351797,836,0.752289997,0.836,999,145.0105951,150.8896219,25.58904178,502,-0.229747831,0.502,-10.1138093,29.87190409,47.97142929,101.1380967,758.9238208,0.860157781,63.11428665,13000,-83.75,42.25,7000BP,-0.752289997,0.229747831,0.836,0.502,FALSE,FALSE
14,149.1137199,154.5036999,16.91451367,334,-0.318660062,0.334,999,126.2962874,128.9882316,14.24805188,471,-0.188934194,0.471,-25.46190419,26.84333273,21.20000032,97.4523824,599.6428661,0.640300013,-78.47142974,7000,-93.75,49.75,7000BP,0.318660062,0.188934194,0.334,0.471,FALSE,FALSE
20,113.1250212,128.6998825,19.50494083,151,-0.798508513,0.151,999,88.49692732,114.8889267,24.95543591,188,-1.057565154,0.188,-6.877142703,25.60952324,85.20952508,119.8952399,781.2762021,0.985577955,406.0904822,13000,-71.75,41.25,7000BP,0.798508513,1.057565154,0.151,0.188,FALSE,FALSE
13,81.89291685,105.0813707,25.4719195,124,-0.910353607,0.124,999,111.0693581,114.944042,14.3371477,503,-0.270254867,0.503,-25.34809467,22.93238044,43.46666731,103.0571444,532.0571508,0.958847979,328.6381001,4000,-84.75,48.25,7000BP,0.910353607,0.270254867,0.124,0.503,FALSE,FALSE
16,143.3290181,150.3200151,15.63954721,308,-0.447007633,0.308,999,116.3575054,121.8357757,13.88845957,365,-0.394447658,0.365,-21.5609519,25.20380896,64.72381049,112.8095255,566.4761989,0.993938091,521.4000078,7000,-73.25,46.25,7000BP,0.447007633,0.394447658,0.308,0.365,FALSE,FALSE
19,160.6817829,158.08438,12.33975839,635.5,0.210490586,0.6355,999,110.8020691,127.6169345,23.03437522,225,-0.729990079,0.225,-13.90761874,27.4395232,34.14285765,101.8619063,696.2619151,0.847924348,61.71428663,13000,-87.75,44.25,7000BP,-0.210490586,0.729990079,0.6355,0.225,FALSE,FALSE
5,132.7907307,88.280326,34.57644567,891,1.287304228,0.891,999,225.3963682,182.6848549,32.1085132,949,1.330223951,0.949,9.582380738,33.32333259,45.4190483,178.3952408,1209.028589,0.709767407,-474.9095309,15000,-82.25,27.25,7000BP,-1.287304228,-1.330223951,0.891,0.949,FALSE,FALSE
13,75.84576934,105.6744762,32.02221593,172,-0.931500396,0.172,999,101.6546923,114.1040405,16.38475533,165.5,-0.759812883,0.1655,-20.05380908,25.25095182,73.85238205,112.7142874,578.7857229,0.992910523,564.9523894,7000,-74.25,45.75,7000BP,0.931500396,0.759812883,0.172,0.1655,FALSE,FALSE
12,156.5938591,165.6575181,18.77917825,415.5,-0.482644073,0.4155,999,146.1963074,150.9243747,19.24671519,448.5,-0.245655803,0.4485,-23.75428518,27.50999939,19.06190505,106.8142873,556.7571512,0.528817728,-171.7523835,8000,-99.25,49.25,7000BP,0.482644073,0.245655803,0.4155,0.4485,FALSE,FALSE
20,91.40825171,108.9217124,27.89287247,248,-0.627883009,0.248,999,133.2760583,123.4980894,28.97247685,749,0.337491646,0.749,1.881428529,34.30047542,69.1714296,148.7190498,1136.971446,0.886180724,-35.82381006,15000,-86.25,31.75,7000BP,0.627883009,-0.337491646,0.248,0.749,FALSE,FALSE
16,148.6054132,161.9655459,16.16339682,180,-0.826567146,0.18,999,105.4149576,122.2890661,17.88421212,147,-0.943519813,0.147,-16.53619011,25.55285657,77.38571544,111.3523826,589.6428659,0.984244696,564.1285798,9000,-69.25,44.75,7000BP,0.826567146,0.943519813,0.18,0.147,FALSE,FALSE
22,176.3687967,181.8073346,12.26584402,243,-0.4433888,0.243,999,118.3864551,122.4860512,14.93743987,417,-0.274451055,0.417,-19.36809481,26.11523751,52.11428649,86.44762034,573.0095323,0.909376737,214.4857175,7000,-77.25,45.25,7000BP,0.4433888,0.274451055,0.243,0.417,FALSE,FALSE
7,93.37043725,98.51880884,24.31364115,473.5,-0.211748276,0.4735,999,142.9975835,139.9930322,25.86767112,590,0.116150824,0.59,-30.84857074,20.0076186,34.40476242,131.547621,437.923816,0.995244735,430.3285778,1000,-67.25,52.25,7000BP,0.211748276,-0.116150824,0.4735,0.59,FALSE,FALSE
9,91.71115696,94.91835002,24.86624814,535,-0.128977763,0.535,999,143.8105599,133.1242348,16.92298042,832,0.631468263,0.832,-29.87190409,17.48666628,37.81904818,103.8857158,328.1523858,0.996720172,406.0333394,2000,-62.75,55.25,7000BP,0.128977763,-0.631468263,0.535,0.832,FALSE,FALSE
14,152.7437795,151.7715116,14.44513798,568.5,0.067307626,0.5685,999,137.0278631,142.70154,23.32575835,444,-0.243236545,0.444,-14.83571395,27.27761844,35.15238148,98.46666813,651.5285811,0.865951027,79.69523928,13000,-85.25,44.75,7000BP,-0.067307626,0.243236545,0.5685,0.444,FALSE,FALSE
8,46.05047768,84.11879535,44.66746816,222.5,-0.852260476,0.2225,999,133.4964429,142.7059956,20.49187633,245,-0.449424571,0.245,-17.04142819,17.69142818,57.67142943,98.91904909,394.7095297,0.994675649,552.6476273,9000,-55.75,50.75,7000BP,0.852260476,0.449424571,0.2225,0.245,FALSE,FALSE
8,45.35703236,84.96565479,41.21445573,217,-0.961037134,0.217,999,140.0372964,130.8940086,29.6385173,639,0.308493428,0.639,-11.69285688,19.73238051,85.1285727,138.704764,498.8809598,0.990330714,811.9476311,6000,-53.25,47.25,7000BP,0.961037134,-0.308493428,0.217,0.639,FALSE,FALSE
4,79.55245739,60.00645455,33.48747523,707.5,0.583680995,0.7075,999,149.4760181,154.3140355,37.79092212,561.5,-0.128020623,0.5615,-28.99142792,14.90238062,36.08571482,82.11904884,283.2000042,0.997592193,418.9476253,5000,-63.25,58.25,7000BP,-0.583680995,0.128020623,0.7075,0.5615,FALSE,FALSE
17,166.6292028,169.1601929,12.80294482,455,-0.197688126,0.455,999,121.2381092,126.6336937,18.78043669,378,-0.287298142,0.378,-17.3657139,26.4652375,57.22381038,92.40952519,592.8761993,0.953749837,282.5857185,7000,-76.75,44.75,7000BP,0.197688126,0.287298142,0.455,0.378,FALSE,FALSE
17,187.9407339,184.7341064,12.9747628,565,0.247143437,0.565,999,139.0177658,145.8400846,19.55458892,366,-0.34888582,0.366,-10.78523785,26.81761845,71.56666773,108.0047635,710.5571534,0.959527019,330.0333383,13000,-78.75,42.75,7000BP,-0.247143437,0.34888582,0.565,0.366,FALSE,FALSE
15,145.0262556,153.2981978,18.38311762,287,-0.44997494,0.287,999,108.6652931,122.6575861,14.81910582,118,-0.944206293,0.118,-30.35428504,25.26285658,24.78571466,106.9190492,515.4571505,0.909767612,140.8190497,4000,-90.25,50.75,7000BP,0.44997494,0.944206293,0.287,0.118,FALSE,FALSE
11,143.9300952,145.2480847,21.40983898,469.5,-0.061559991,0.4695,999,125.532693,145.4452416,27.10708023,236.5,-0.734588471,0.2365,-14.25714254,26.17523751,63.64285809,87.56666797,602.6095328,0.905169651,251.2238133,8000,-77.25,44.25,7000BP,0.061559991,0.734588471,0.4695,0.2365,FALSE,FALSE
21,162.8287251,167.7726133,10.48829873,310,-0.471371792,0.31,999,86.572408,108.3859833,17.78273672,79,-1.226671445,0.079,-22.50047569,27.85428509,14.79523832,113.8904779,702.5381057,0.693938173,-80.76666787,11000,-93.75,47.25,7000BP,0.471371792,1.226671445,0.31,0.079,FALSE,FALSE
20,170.9805085,179.0164614,10.45039459,171,-0.768961673,0.171,999,131.3421248,124.571279,17.13297408,658,0.395193845,0.658,-22.56190426,28.05952318,13.53333353,118.238097,652.3714383,0.55971122,-144.7190498,11000,-95.25,47.25,7000BP,0.768961673,-0.395193845,0.171,0.658,FALSE,FALSE
17,151.0988653,158.4505836,16.0960338,322.5,-0.456740981,0.3225,999,120.7991928,123.5575898,15.37913607,466.5,-0.179359682,0.4665,-23.46095186,25.63952324,40.82857204,91.45238232,560.6095322,0.908014559,149.9904784,4000,-81.75,47.25,7000BP,0.456740981,0.179359682,0.3225,0.4665,FALSE,FALSE
20,168.4600117,145.8272408,23.68553836,819,0.955552312,0.819,999,94.48433775,115.9882833,26.69145669,263,-0.805649006,0.263,-4.944761794,33.17761831,90.21904896,127.99524,985.7762052,0.954266523,246.8809561,15000,-85.75,37.25,7000BP,-0.955552312,0.805649006,0.819,0.263,FALSE,FALSE
16,180.7760853,177.503711,10.4377488,629,0.313513424,0.629,999,139.3729582,130.0755937,17.23449414,684.5,0.539462568,0.6845,-19.12285672,28.12666604,18.47619075,118.9000018,734.7285824,0.75075919,-44.35238161,9000,-92.75,46.25,7000BP,-0.313513424,-0.539462568,0.629,0.6845,FALSE,FALSE
24,174.2826065,174.199652,9.279904139,539,0.00893915,0.539,999,114.1777041,106.0549655,22.54947204,648,0.360218572,0.648,-13.57285684,30.94285645,24.3380956,129.2761924,841.2523935,0.806164806,3.709523865,9000,-93.75,42.25,7000BP,-0.00893915,-0.360218572,0.539,0.648,FALSE,FALSE
17,79.50524863,96.93828496,22.85499893,152,-0.762766885,0.152,999,99.97231501,108.0576756,10.14009033,109,-0.797365733,0.109,-23.65095185,21.86809475,87.18095368,151.7428594,479.4714357,0.980949572,940.9381093,6000,-71.25,47.25,7000BP,0.762766885,0.797365733,0.152,0.109,FALSE,FALSE
10,131.0752017,122.0986977,26.90916648,644,0.33358536,0.644,999,99.46915201,129.1637913,32.89906121,196,-0.902598378,0.196,-31.03285645,20.46904716,16.99047644,104.5952397,471.3904832,0.975100095,148.8666689,2000,-76.75,54.25,7000BP,-0.33358536,0.902598378,0.644,0.196,FALSE,FALSE
23,176.4926492,181.1287006,15.09067286,278,-0.307213029,0.278,999,131.2622001,119.9094992,16.41434463,784,0.691632905,0.784,-19.15952338,27.06142797,24.88571466,122.9714304,676.2238196,0.962805047,197.647622,13000,-90.25,45.25,7000BP,0.307213029,-0.691632905,0.278,0.784,FALSE,FALSE
7,29.49460394,61.5637849,36.99743344,170,-0.866794747,0.17,999,135.2021422,131.6985664,30.12474486,423,0.116302255,0.423,-11.86285688,20.47523764,79.709525,158.0142881,470.3809594,0.995457815,911.6047755,6000,-52.75,47.75,7000BP,0.866794747,-0.116302255,0.17,0.423,FALSE,FALSE
16,72.28679615,95.76549124,29.05707195,198,-0.808019994,0.198,999,94.92000815,105.5379282,13.80635544,151,-0.769060311,0.151,-25.71666609,22.71047568,57.07142942,127.0285733,509.328579,0.992858719,543.3904843,5000,-71.75,48.25,7000BP,0.808019994,0.769060311,0.198,0.151,FALSE,FALSE
13,89.24617784,116.6649992,34.0458643,191,-0.805349547,0.191,999,85.60914783,143.4476211,36.97119161,85,-1.564420047,0.085,-20.3071424,28.36571365,9.67619062,91.14762041,408.1285775,0.365535953,-376.5142913,9000,-103.75,48.75,7000BP,0.805349547,1.564420047,0.191,0.085,FALSE,FALSE
15,190.235333,180.7182119,11.78716657,792.5,0.807413813,0.7925,999,155.1890549,144.2743267,22.34936516,700,0.4883686,0.7,-16.95999962,30.07666599,21.62380985,131.0761924,787.538107,0.708563576,-61.8809533,8000,-93.75,44.25,7000BP,-0.807413813,-0.4883686,0.7925,0.7,FALSE,FALSE
18,187.0448949,183.7413951,8.826387494,658,0.374275418,0.658,999,154.9135944,129.9432627,20.42984116,865.5,1.222247963,0.8655,-16.85428534,29.96095171,20.58095269,119.5476208,778.2142973,0.686018149,-98.11428718,9000,-93.25,44.75,7000BP,-0.374275418,-1.222247963,0.658,0.8655,FALSE,FALSE
14,75.06067219,89.83971885,27.50141563,349.5,-0.537392215,0.3495,999,105.5865099,111.7290228,15.65922842,447,-0.392261527,0.447,-21.01190429,23.25999948,63.6523819,131.1809543,526.2381031,0.998914731,611.6000091,7000,-70.25,46.75,7000BP,0.537392215,0.392261527,0.3495,0.447,FALSE,FALSE
12,148.9935008,154.7883384,18.36007557,327,-0.315621663,0.327,999,117.0933798,134.0096271,18.8657616,146.5,-0.896663895,0.1465,-23.22666615,25.66666609,40.81428632,96.67619192,570.623818,0.941393517,180.233336,5000,-79.25,47.25,7000BP,0.315621663,0.896663895,0.327,0.1465,FALSE,FALSE
22,184.593225,184.8813014,7.720338555,401,-0.037313961,0.401,999,114.8575633,110.3372786,18.91694203,592,0.238954303,0.592,-18.1395234,29.44142791,17.12857168,125.5904781,763.8476304,0.691908932,-94.64762046,11000,-93.75,45.25,7000BP,0.037313961,-0.238954303,0.401,0.592,FALSE,FALSE
9,151.3037037,126.4255601,29.06570118,808,0.855927867,0.808,999,163.699843,135.4585723,27.20885996,828,1.037943915,0.828,-31.9690469,16.80095201,12.25714304,93.26190615,395.8714345,0.96728256,98.27143004,2000,-76.25,57.25,7000BP,-0.855927867,-1.037943915,0.808,0.828,FALSE,FALSE
11,46.17328974,70.73701225,37.07465069,238.5,-0.662547645,0.2385,999,137.4856049,118.269389,23.65847855,711.5,0.812233798,0.7115,-27.24333272,23.18857091,32.89047668,116.685716,535.5571508,0.978583545,280.2714327,3000,-74.75,49.75,7000BP,0.662547645,-0.812233798,0.2385,0.7115,FALSE,FALSE
13,146.3744199,131.1549577,26.78063938,678.5,0.568300927,0.6785,999,91.22989009,111.7973893,21.21726987,153.5,-0.969375387,0.1535,-32.04190405,17.48619009,14.84285736,95.82381095,399.7095298,0.980566045,166.1857168,1000,-75.25,56.25,7000BP,-0.568300927,0.969375387,0.6785,0.1535,FALSE,FALSE
10,81.31121469,76.64049886,33.83322264,524.5,0.138051166,0.5245,999,111.7128352,113.8709281,21.58415998,527,-0.099985031,0.527,-31.95047548,16.08142821,11.15238112,80.12857262,346.2000052,0.97677418,92.58095376,1000,-75.25,58.75,7000BP,-0.138051166,0.099985031,0.5245,0.527,FALSE,FALSE
14,131.7312948,137.8916673,20.51377846,421.5,-0.300304134,0.4215,999,109.6653896,119.7055845,16.31997267,247,-0.615209052,0.247,-25.65333276,26.25190418,34.31904813,88.07142988,563.1476274,0.823304298,117.1904779,3000,-81.25,48.25,7000BP,0.300304134,0.615209052,0.4215,0.247,FALSE,FALSE
8,65.75125846,87.14183271,31.49407865,180,-0.679193524,0.18,999,104.4021286,127.8687989,25.14424951,112,-0.933281795,0.112,-16.11047583,22.7747614,58.90476278,104.3428587,531.7809603,0.98787084,399.9238155,8000,-55.25,49.25,7000BP,0.679193524,0.933281795,0.18,0.112,FALSE,FALSE
14,15.32594876,61.21315303,41.81514226,21,-1.097382474,0.021,999,134.9095666,105.822529,19.22989777,866,1.512594496,0.866,-19.73523765,21.77380904,49.64761979,101.0285729,549.5381034,0.98376259,328.8714335,9000,-65.75,49.25,7000BP,1.097382474,-1.512594496,0.021,0.866,TRUE,FALSE
17,153.8453026,149.150468,15.91605973,656.5,0.294974677,0.6565,999,176.3601329,138.9548371,27.35118838,876.5,1.367593072,0.8765,-13.50761875,29.49142791,35.9619053,116.7571446,746.2095349,0.90619356,148.1047641,13000,-88.75,42.75,7000BP,-0.294974677,-1.367593072,0.6565,0.8765,FALSE,FALSE
18,166.848444,169.0632399,15.08354029,397,-0.146835279,0.397,999,111.2820046,118.8862797,14.52587006,303,-0.523498767,0.303,-23.20238043,24.81809468,23.77619083,104.8809539,597.2238184,0.918160847,130.5619067,8000,-91.25,47.75,7000BP,0.146835279,0.523498767,0.397,0.303,FALSE,FALSE
7,12.45044567,59.65782236,43.90938582,33,-1.075109019,0.033,999,136.6517586,135.2324833,33.06369447,409,0.04292549,0.409,-21.09619,14.83380919,62.12857235,108.2047635,296.571433,0.994343123,778.5428687,7000,-56.25,52.25,7000BP,1.075109019,-0.04292549,0.033,0.409,TRUE,FALSE
10,161.7720471,156.4696678,21.84170821,542,0.242763946,0.542,999,128.164643,153.888945,25.01963743,155,-1.028164459,0.155,-17.35428533,26.2104756,55.50476273,96.51904906,606.9952471,0.958587752,279.6761946,7000,-78.25,44.75,7000BP,-0.242763946,1.028164459,0.542,0.155,FALSE,FALSE
5,76.54495175,80.98973179,27.09838167,492.5,-0.164023819,0.4925,999,137.5776408,148.5771743,30.03014168,335,-0.366283103,0.335,-31.80714215,24.65333278,14.00952402,73.98571539,460.4476259,0.611375759,-129.1380972,4000,-101.25,56.75,7000BP,0.164023819,0.366283103,0.4925,0.335,FALSE,FALSE
19,130.9946247,147.0652685,15.76931225,94,-1.019108728,0.094,999,114.1969529,116.5396579,15.83010408,481.5,-0.1479905,0.4815,-17.88095198,25.45809467,73.04285823,109.8190493,565.671437,0.98478785,540.9238176,9000,-68.75,45.25,7000BP,1.019108728,0.1479905,0.094,0.4815,FALSE,FALSE
17,171.2201648,171.0771873,13.09343518,521.5,0.010919782,0.5215,999,142.8614598,144.8712496,19.92926026,483,-0.10084618,0.483,-12.70619019,26.47428512,61.65714378,104.7333349,624.9619141,0.971348272,347.8666719,13000,-80.75,43.25,7000BP,-0.010919782,0.10084618,0.5215,0.483,FALSE,FALSE
8,101.2826524,105.5185249,23.76441473,495.5,-0.178244344,0.4955,999,141.20404,134.3665434,24.05770946,614.5,0.284212285,0.6145,-30.93761836,25.06571373,27.38095279,106.3904778,510.3571505,0.875019479,129.09524,4000,-89.75,51.75,7000BP,0.178244344,-0.284212285,0.4955,0.6145,FALSE,FALSE
17,88.46263615,113.0177796,23.85164344,89,-1.029494823,0.089,999,103.6616766,110.7852729,11.68189179,253,-0.609798177,0.253,-23.86904709,24.4776185,57.73333419,107.9428588,545.1000081,0.993964947,452.8285782,6000,-73.25,46.75,7000BP,1.029494823,0.609798177,0.089,0.253,FALSE,FALSE
20,157.5853289,152.5019067,15.1071374,709,0.336491419,0.709,999,117.7192251,122.0164292,23.15745607,430,-0.185564602,0.43,-14.48333301,29.24142792,32.67619096,116.6476208,742.152392,0.900691617,123.6523828,13000,-89.25,43.25,7000BP,-0.336491419,0.185564602,0.709,0.43,FALSE,FALSE
13,57.87329527,83.70757234,35.11559644,227,-0.73569239,0.227,999,100.5568754,110.6174816,17.67560735,308,-0.569180229,0.308,-19.5733329,23.85285661,59.08571517,109.7380969,536.9761985,0.99613619,467.2523879,7000,-70.25,47.25,7000BP,0.73569239,0.569180229,0.227,0.308,FALSE,FALSE
15,133.0996062,125.9597217,22.44199179,691,0.318148433,0.691,999,128.7159766,134.4555295,27.53106846,548,-0.208475487,0.548,-8.331428385,27.10428511,90.29523944,126.7571447,814.3428693,0.983281069,447.8476257,13000,-70.75,41.75,7000BP,-0.318148433,0.208475487,0.691,0.548,FALSE,FALSE
20,157.6626206,165.3662566,13.11992186,321,-0.587170871,0.321,999,106.952028,121.1162041,16.70486083,228,-0.847907455,0.228,-10.20428549,27.96952318,84.82381079,138.9190497,813.1190597,0.983267589,508.2666742,13000,-73.25,41.75,7000BP,0.587170871,0.847907455,0.321,0.228,FALSE,FALSE
17,124.8544909,137.6257794,17.98076685,264,-0.710274961,0.264,999,145.097836,133.8419665,24.55740152,776,0.458349369,0.776,-20.69142811,29.42142791,12.72857162,109.480954,579.8952467,0.466392563,-243.3095274,8000,-98.25,46.75,7000BP,0.710274961,-0.458349369,0.264,0.776,FALSE,FALSE
9,47.76965428,97.94971401,33.07053505,31,-1.517364616,0.031,999,100.3479432,123.4909307,24.0908269,79,-0.960655591,0.079,-24.23333279,16.57523772,64.30000096,120.7000018,341.0333384,0.992074666,760.9381066,5000,-58.25,52.25,7000BP,1.517364616,0.960655591,0.031,0.079,TRUE,FALSE
